conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"I said my SSN 120-33-5599, card ending 7720, email paisley@novahealth.org, and name Paisley Rivera.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""120"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""7720"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Paisley Rivera"", ""label"": ""ORG"", ""start"": 84, ""end"": 98, ""source"": ""spacy""}, {""text"": ""paisley@novahealth.org"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 73, ""source"": ""regex""}, {""text"": ""120-33-5599"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 619-555-7713, email samantha.wood@orionlabs.dev, DOB 1996-06-16, and I live in San Diego.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""619"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""1996-06-16"", ""label"": ""DATE"", ""start"": 74, ""end"": 84, ""source"": ""spacy""}, {""text"": ""San Diego"", ""label"": ""GPE"", ""start"": 100, ""end"": 109, ""source"": ""spacy""}, {""text"": ""samantha.wood@orionlabs.dev"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 68, ""source"": ""regex""}, {""text"": ""619-555-7713"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 172.16.3.33, email brody.b@quantum.io, age 30, sex male, and name Brody Barnes.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 172.16.3.33"", ""label"": ""ORG"", ""start"": 20, ""end"": 34, ""source"": ""spacy""}, {""text"": ""age 30"", ""label"": ""DATE"", ""start"": 62, ""end"": 68, ""source"": ""spacy""}, {""text"": ""Brody Barnes"", ""label"": ""PERSON"", ""start"": 89, ""end"": 101, ""source"": ""spacy""}, {""text"": ""brody.b@quantum.io"", ""label"": ""EMAIL"", ""start"": 42, ""end"": 60, ""source"": ""regex""}, {""text"": ""172.16.3.33"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 34, ""source"": ""regex""}]"
"I mentioned my SSN 778-11-0022, Mastercard ending 2209, phone 212-555-1199, email naomi.gray@horizon.co, and DOB 1993-09-29.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""778-11-0022"", ""label"": ""PRODUCT"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""2209"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 109, ""end"": 112, ""source"": ""spacy""}, {""text"": ""1993-09-29"", ""label"": ""DATE"", ""start"": 113, ""end"": 123, ""source"": ""spacy""}, {""text"": ""naomi.gray@horizon.co"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 103, ""source"": ""regex""}, {""text"": ""212-555-1199"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""778-11-0022"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Cole Flores, email cole.flores@apexlogistics.io, phone 415-555-2201, and that I live in San Francisco.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Cole Flores"", ""label"": ""PERSON"", ""start"": 11, ""end"": 22, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 66, ""end"": 69, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 99, ""end"": 112, ""source"": ""spacy""}, {""text"": ""cole.flores@apexlogistics.io"", ""label"": ""EMAIL"", ""start"": 30, ""end"": 58, ""source"": ""regex""}, {""text"": ""415-555-2201"", ""label"": ""PHONE"", ""start"": 66, ""end"": 78, ""source"": ""regex""}]"
"I told them my DOB 1984-04-24, email ivy.bennett@greenspark.dev, phone 212-555-1109, and IP 10.0.6.6.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1984-04-24"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 71, ""end"": 74, ""source"": ""spacy""}, {""text"": ""1109"", ""label"": ""DATE"", ""start"": 79, ""end"": 83, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 89, ""end"": 91, ""source"": ""spacy""}, {""text"": ""ivy.bennett@greenspark.dev"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 63, ""source"": ""regex""}, {""text"": ""212-555-1109"", ""label"": ""PHONE"", ""start"": 71, ""end"": 83, ""source"": ""regex""}, {""text"": ""10.0.6.6"", ""label"": ""IP_ADDRESS"", ""start"": 92, ""end"": 100, ""source"": ""regex""}]"
"Earlier I shared my SSN 440-22-1101, card ending 7711, email miles.r@vertex.ai, and name Miles Russell.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""440"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""7711"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""miles.r@vertex.ai"", ""label"": ""PERSON"", ""start"": 61, ""end"": 78, ""source"": ""spacy""}, {""text"": ""Miles Russell"", ""label"": ""PERSON"", ""start"": 89, ""end"": 102, ""source"": ""spacy""}, {""text"": ""miles.r@vertex.ai"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 78, ""source"": ""regex""}, {""text"": ""440-22-1101"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 646-555-2212, email ruby.diaz@oriondata.co, DOB 1991-01-10, and that I live in Queens.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 65, ""end"": 68, ""source"": ""spacy""}, {""text"": ""1991-01-10"", ""label"": ""DATE"", ""start"": 69, ""end"": 79, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 100, ""end"": 106, ""source"": ""spacy""}, {""text"": ""ruby.diaz@oriondata.co"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 63, ""source"": ""regex""}, {""text"": ""646-555-2212"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 192.168.7.7, email asher.hamilton@sunlight.io, age 31, sex male, and name Asher Hamilton.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 192.168.7.7"", ""label"": ""ORG"", ""start"": 10, ""end"": 24, ""source"": ""spacy""}, {""text"": ""age 31"", ""label"": ""DATE"", ""start"": 60, ""end"": 66, ""source"": ""spacy""}, {""text"": ""Asher Hamilton"", ""label"": ""PERSON"", ""start"": 87, ""end"": 101, ""source"": ""spacy""}, {""text"": ""asher.hamilton@sunlight.io"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 58, ""source"": ""regex""}, {""text"": ""192.168.7.7"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 24, ""source"": ""regex""}]"
"I told support my SSN 550-99-2211, Visa ending 4411, phone 303-555-7711, email piper.f@aperturelabs.co, and DOB 1992-12-02.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""550"", ""label"": ""CARDINAL"", ""start"": 22, ""end"": 25, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""ending 4411"", ""label"": ""DATE"", ""start"": 40, ""end"": 51, ""source"": ""spacy""}, {""text"": ""303"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 108, ""end"": 111, ""source"": ""spacy""}, {""text"": ""1992-12-02"", ""label"": ""DATE"", ""start"": 112, ""end"": 122, ""source"": ""spacy""}, {""text"": ""piper.f@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 102, ""source"": ""regex""}, {""text"": ""303-555-7711"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""550-99-2211"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Eli Butler, my email eli.butler@novahealth.com, my phone 415-555-7703, and that I live in San Francisco.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Eli Butler"", ""label"": ""ORG"", ""start"": 28, ""end"": 38, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 85, ""end"": 88, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 118, ""end"": 131, ""source"": ""spacy""}, {""text"": ""eli.butler@novahealth.com"", ""label"": ""EMAIL"", ""start"": 49, ""end"": 74, ""source"": ""regex""}, {""text"": ""415-555-7703"", ""label"": ""PHONE"", ""start"": 85, ""end"": 97, ""source"": ""regex""}]"
"I mentioned my DOB 1990-06-14, email sadie.simmons@orioncloud.ai, phone 617-555-2208, and IP 172.16.6.6.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1990-06-14"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""617"", ""label"": ""CARDINAL"", ""start"": 72, ""end"": 75, ""source"": ""spacy""}, {""text"": ""IP 172.16.6.6"", ""label"": ""ORG"", ""start"": 90, ""end"": 103, ""source"": ""spacy""}, {""text"": ""sadie.simmons@orioncloud.ai"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 64, ""source"": ""regex""}, {""text"": ""617-555-2208"", ""label"": ""PHONE"", ""start"": 72, ""end"": 84, ""source"": ""regex""}, {""text"": ""172.16.6.6"", ""label"": ""IP_ADDRESS"", ""start"": 93, ""end"": 103, ""source"": ""regex""}]"
"I said my SSN 333-22-0007, card ending 7715, email aaron.foster@vertex.io, and name Aaron Foster.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""333"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""7715"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Aaron Foster"", ""label"": ""PERSON"", ""start"": 84, ""end"": 96, ""source"": ""spacy""}, {""text"": ""aaron.foster@vertex.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 73, ""source"": ""regex""}, {""text"": ""333-22-0007"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 212-555-2289, email delilah.bryant@greenspark.org, DOB 1993-03-14, and that I live in New York.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 72, ""end"": 75, ""source"": ""spacy""}, {""text"": ""1993-03-14"", ""label"": ""DATE"", ""start"": 76, ""end"": 86, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 107, ""end"": 115, ""source"": ""spacy""}, {""text"": ""delilah.bryant@greenspark.org"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 70, ""source"": ""regex""}, {""text"": ""212-555-2289"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 203.0.113.17, email connor@quantum.dev, age 35, sex male, and name Connor Alexander.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.17"", ""label"": ""ORG"", ""start"": 20, ""end"": 35, ""source"": ""spacy""}, {""text"": ""age 35"", ""label"": ""DATE"", ""start"": 63, ""end"": 69, ""source"": ""spacy""}, {""text"": ""Connor Alexander"", ""label"": ""PERSON"", ""start"": 90, ""end"": 106, ""source"": ""spacy""}, {""text"": ""connor@quantum.dev"", ""label"": ""EMAIL"", ""start"": 43, ""end"": 61, ""source"": ""regex""}, {""text"": ""203.0.113.17"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my SSN 771-22-1199, Mastercard ending 2290, phone 646-555-8812, email kennedy.chavez@apexanalytics.com, and DOB 1991-09-01.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""771-22-1199"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""2290"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 120, ""end"": 123, ""source"": ""spacy""}, {""text"": ""1991-09-01"", ""label"": ""DATE"", ""start"": 124, ""end"": 134, ""source"": ""spacy""}, {""text"": ""kennedy.chavez@apexanalytics.com"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 114, ""source"": ""regex""}, {""text"": ""646-555-8812"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""771-22-1199"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Jeremiah Gibson, email jeremiah.gibson@oriondata.ai, phone 415-555-2218, and that I live in San Francisco.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Jeremiah Gibson"", ""label"": ""PERSON"", ""start"": 11, ""end"": 26, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 103, ""end"": 116, ""source"": ""spacy""}, {""text"": ""jeremiah.gibson@oriondata.ai"", ""label"": ""EMAIL"", ""start"": 34, ""end"": 62, ""source"": ""regex""}, {""text"": ""415-555-2218"", ""label"": ""PHONE"", ""start"": 70, ""end"": 82, ""source"": ""regex""}]"
"I told them my DOB 1990-10-01, email riley.hansen@horizonmedia.io, phone 212-555-7728, and IP 10.0.7.7.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1990-10-01"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 73, ""end"": 76, ""source"": ""spacy""}, {""text"": ""10.0.7.7"", ""label"": ""CARDINAL"", ""start"": 94, ""end"": 102, ""source"": ""spacy""}, {""text"": ""riley.hansen@horizonmedia.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 65, ""source"": ""regex""}, {""text"": ""212-555-7728"", ""label"": ""PHONE"", ""start"": 73, ""end"": 85, ""source"": ""regex""}, {""text"": ""10.0.7.7"", ""label"": ""IP_ADDRESS"", ""start"": 94, ""end"": 102, ""source"": ""regex""}]"
"Earlier I shared my SSN 110-44-7799, card ending 7788, email grayson.h@blueskytech.com, and name Grayson Hunt.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""7788"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""grayson.h@blueskytech.com"", ""label"": ""ORG"", ""start"": 61, ""end"": 86, ""source"": ""spacy""}, {""text"": ""Grayson Hunt"", ""label"": ""PERSON"", ""start"": 97, ""end"": 109, ""source"": ""spacy""}, {""text"": ""grayson.h@blueskytech.com"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 86, ""source"": ""regex""}, {""text"": ""110-44-7799"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 646-555-7700, email madeline.pierce@aperturelabs.co, DOB 1992-02-02, and that I live in Queens.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 74, ""end"": 77, ""source"": ""spacy""}, {""text"": ""1992-02-02"", ""label"": ""DATE"", ""start"": 78, ""end"": 88, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 109, ""end"": 115, ""source"": ""spacy""}, {""text"": ""madeline.pierce@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 72, ""source"": ""regex""}, {""text"": ""646-555-7700"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 192.168.1.11, email tyler.stone@vertex.ai, age 34, sex male, and name Tyler Stone.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""192.168.1.11"", ""label"": ""DATE"", ""start"": 13, ""end"": 25, ""source"": ""spacy""}, {""text"": ""age 34"", ""label"": ""DATE"", ""start"": 56, ""end"": 62, ""source"": ""spacy""}, {""text"": ""Tyler Stone"", ""label"": ""ORG"", ""start"": 83, ""end"": 94, ""source"": ""spacy""}, {""text"": ""tyler.stone@vertex.ai"", ""label"": ""EMAIL"", ""start"": 33, ""end"": 54, ""source"": ""regex""}, {""text"": ""192.168.1.11"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 25, ""source"": ""regex""}]"
"I told support my SSN 778-22-0099, Visa ending 7781, phone 617-555-7718, email anna.shaw@orioncloud.io, and DOB 1987-07-17.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""778-22-0099"", ""label"": ""PRODUCT"", ""start"": 22, ""end"": 33, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""617"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 108, ""end"": 111, ""source"": ""spacy""}, {""text"": ""1987-07-17"", ""label"": ""DATE"", ""start"": 112, ""end"": 122, ""source"": ""spacy""}, {""text"": ""anna.shaw@orioncloud.io"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 102, ""source"": ""regex""}, {""text"": ""617-555-7718"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""778-22-0099"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Jordan Barrett, my email jordan.b@greenspark.dev, my phone 212-555-7717, and that I live in New York.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Jordan Barrett"", ""label"": ""PERSON"", ""start"": 28, ""end"": 42, ""source"": ""spacy""}, {""text"": ""jordan.b@greenspark.dev"", ""label"": ""PERSON"", ""start"": 53, ""end"": 76, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 87, ""end"": 90, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 120, ""end"": 128, ""source"": ""spacy""}, {""text"": ""jordan.b@greenspark.dev"", ""label"": ""EMAIL"", ""start"": 53, ""end"": 76, ""source"": ""regex""}, {""text"": ""212-555-7717"", ""label"": ""PHONE"", ""start"": 87, ""end"": 99, ""source"": ""regex""}]"
"I mentioned my DOB 1993-06-13, email katherine.burke@sunlight.io, phone 646-555-7716, and IP 172.16.10.10.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1993-06-13"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 72, ""end"": 75, ""source"": ""spacy""}, {""text"": ""IP 172.16.10.10"", ""label"": ""ORG"", ""start"": 90, ""end"": 105, ""source"": ""spacy""}, {""text"": ""katherine.burke@sunlight.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 64, ""source"": ""regex""}, {""text"": ""646-555-7716"", ""label"": ""PHONE"", ""start"": 72, ""end"": 84, ""source"": ""regex""}, {""text"": ""172.16.10.10"", ""label"": ""IP_ADDRESS"", ""start"": 93, ""end"": 105, ""source"": ""regex""}]"
"I said my SSN 550-33-1122, card ending 7702, email j.fox@apexanalytics.io, and name Jason Fox.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""550"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""j.fox@apexanalytics.io"", ""label"": ""ORG"", ""start"": 51, ""end"": 73, ""source"": ""spacy""}, {""text"": ""Jason Fox"", ""label"": ""PERSON"", ""start"": 84, ""end"": 93, ""source"": ""spacy""}, {""text"": ""j.fox@apexanalytics.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 73, ""source"": ""regex""}, {""text"": ""550-33-1122"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 415-555-7714, email monica.payne@orionlabs.co, DOB 1988-08-28, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 68, ""end"": 71, ""source"": ""spacy""}, {""text"": ""1988-08-28"", ""label"": ""DATE"", ""start"": 72, ""end"": 82, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 103, ""end"": 116, ""source"": ""spacy""}, {""text"": ""monica.payne@orionlabs.co"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 66, ""source"": ""regex""}, {""text"": ""415-555-7714"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 203.0.113.90, email oliver.hughes@vertex.io, age 36, sex male, and name Oliver Hughes.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.90"", ""label"": ""ORG"", ""start"": 20, ""end"": 35, ""source"": ""spacy""}, {""text"": ""age 36"", ""label"": ""DATE"", ""start"": 68, ""end"": 74, ""source"": ""spacy""}, {""text"": ""Oliver Hughes"", ""label"": ""PERSON"", ""start"": 95, ""end"": 108, ""source"": ""spacy""}, {""text"": ""oliver.hughes@vertex.io"", ""label"": ""EMAIL"", ""start"": 43, ""end"": 66, ""source"": ""regex""}, {""text"": ""203.0.113.90"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my SSN 223-11-0022, Mastercard ending 7713, phone 212-555-7711, email nina.patel@greenenergy.org, and DOB 1991-01-11.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""223"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""7713"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 114, ""end"": 117, ""source"": ""spacy""}, {""text"": ""1991-01-11"", ""label"": ""DATE"", ""start"": 118, ""end"": 128, ""source"": ""spacy""}, {""text"": ""nina.patel@greenenergy.org"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 108, ""source"": ""regex""}, {""text"": ""212-555-7711"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""223-11-0022"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
