id,cleaned_strict
24,"[NAME] | [NAME] at DataFlow. Apply to [EMAIL]. Phone: +[PHONE] | DataFlow | [EMAIL], +[PHONE] | email: carla.martinez @ dataflow . com"
25,"[NAME] | [NAME] position at NetGuard. Contact [EMAIL]. Phone: ([PHONE] | NetGuard | [EMAIL], ([PHONE] | email: david.jackson @ netguard . com"
26,"HR Specialist | HR Specialist at PeopleWorks. Contact [EMAIL]. Phone: [PHONE]. [SSN] | PeopleWorks | [EMAIL], [PHONE] | [SSN], email: sarah.green @ peopleworks . com"
27,"[NAME] | [NAME] needed at DevLab. Apply to [EMAIL]. Phone: [PHONE] | DevLab | [EMAIL], [PHONE] | email: robert.lee @ devlab . com"
28,"DevOps Engineer | DevOps Engineer needed at SoftLab. Email [EMAIL] or call ([PHONE]. Date of birth: [DATE] | SoftLab | [EMAIL], ([PHONE] | dob: [DATE], email: william.moore @ softlab . com"
29,"[NAME] | [NAME] at DataX. Reach out to [EMAIL] or call ([PHONE]. [NAME]: 345-67-8901 | DataX | [EMAIL], ([PHONE] | [SSN], email: john.doe @ datx . com"
30,"[NAME] | [NAME] opening at StoryPro. Apply by emailing [EMAIL] or contact ([PHONE] | StoryPro | [EMAIL], ([PHONE] | email: emily.taylor @ storypro . com"
31,"QA Engineer | Join us as a QA Engineer at Testify. Contact [EMAIL] or call ([PHONE]. Birth date: [DATE] | Testify | [EMAIL], ([PHONE] | dob: [DATE], email: johnny.doe @ testify . com"
32,"[NAME] | [NAME] needed at AppWorks. Reach out to [EMAIL] or [PHONE]. [NAME]: 123-45-6789 | AppWorks | [EMAIL], [PHONE] | [SSN], email: emily.james @ appworks . com"
33,"[NAME] | We are hiring a [NAME] at CreateTech. Contact [EMAIL] or call +[PHONE]. Credit card: [CREDIT_CARD] | CreateTech | [EMAIL], +[PHONE] | credit card: [CREDIT_CARD], email: lucas.martin @ createtech . com"
34,"[NAME] | [NAME] needed at DataSync. Reach out to [EMAIL] or phone ([PHONE]. Date of birth: [DATE] | DataSync | [EMAIL], ([PHONE] | dob: [DATE], email: sarah.lee @ datasync . com"
35,"Front-end Developer | We are hiring a Front-end Developer at WebX. Email [EMAIL] or call ([PHONE]. [SSN] | WebX | [EMAIL], ([PHONE] | [SSN], email: ben.miller @ webx . com"
36,"[NAME] | [NAME] opening at CodeCraft. Apply by contacting [EMAIL]. Phone: [PHONE] | CodeCraft | [EMAIL], [PHONE] | email: tom.jackson @ codecraft . com"
37,"[NAME] | [NAME] needed at CreativeHub. Email [EMAIL] or call ([PHONE]. Date of birth: [DATE] | CreativeHub | [EMAIL], ([PHONE] | dob: [DATE], email: claire.white @ creativehub . com"
38,"[NAME] | [NAME] position available at SkyTech. Contact [EMAIL] or call [PHONE] | SkyTech | [EMAIL], [PHONE] | email: alex.perez @ skytech . com"
39,"DevOps Specialist | We are hiring a DevOps Specialist at TechFlow. Reach out to [EMAIL] or phone [PHONE]. [SSN] | TechFlow | [EMAIL], [PHONE] | [SSN], email: jack.davis @ techflow . com"
40,"[NAME] | [NAME] needed at MarketForge. Contact [EMAIL] or call [PHONE]. Credit card: [PHONE] | MarketForge | [EMAIL], [PHONE] | credit card: [PHONE], email: jenny.smith @ marketforge . com"
41,"JavaScript Developer | JavaScript Developer needed at JSWorks. Email [EMAIL] or call ([PHONE]. Date of birth: [DATE] | JSWorks | [EMAIL], ([PHONE] | dob: [DATE], email: dave.roberts @ jsworks . com"
42,"[NAME] | Join TestPro as a [NAME]. Reach out to [EMAIL] or call [PHONE]. [SSN] | TestPro | [EMAIL], [PHONE] | [SSN], email: jane.doe @ testpro . com"
43,"UI/UX Designer | UI/UX Designer role at VisualTech. Contact [EMAIL] or call [PHONE] | VisualTech | [EMAIL], [PHONE] | email: steve.martin @ visualtech . com"
44,"[NAME] | [NAME] needed at ArchTech. Reach out to [EMAIL] or phone ([PHONE]. [SSN] | ArchTech | [EMAIL], ([PHONE] | [SSN], email: robert.james @ archtech . com"
45,"[NAME] | [NAME] needed at SoftTest. Contact [EMAIL] or call [PHONE]. Date of birth: [DATE] | SoftTest | [EMAIL], [PHONE] | dob: [DATE], email: amy.johnson @ softtest . com"
46,"[NAME] | Join as a [NAME] at DesignWorks. Reach out to [EMAIL] or call [PHONE] | DesignWorks | [EMAIL], [PHONE] | email: elena.martin @ designworks . com"
47,"[NAME] | [NAME] needed at DataCore. Contact [EMAIL] or call [PHONE] | DataCore | [EMAIL], [PHONE] | email: jason.smith @ datacore . com"
48,"[NAME] | [NAME] role at NetSys. Apply by emailing [EMAIL] or call [PHONE] | NetSys | [EMAIL], [PHONE] | email: kyle.brown @ netsys . com"
49,"[NAME] | [NAME] needed at CloudCorp. Reach out to [EMAIL] or call [PHONE] | CloudCorp | [EMAIL], [PHONE] | email: peter.jones @ cloudcorp . com"
50,"[NAME] | [NAME] opening at SysTech. Contact [EMAIL] or call [PHONE] | SysTech | [EMAIL], [PHONE] | email: claire.white @ systemtech . com"
51,"[NAME] | [NAME] position available at WebFusion. Reach out to [EMAIL] or call [PHONE] | WebFusion | [EMAIL], [PHONE] | email: samuel.brown @ webfusion . com"
52,"[NAME] | [NAME] needed at CloudSpace. Contact [EMAIL] or call [PHONE] | CloudSpace | [EMAIL], [PHONE] | email: mike.davis @ cloudspace . com"
53,"[NAME] | [NAME] position available at SoftCore. Reach out to [EMAIL] or call [PHONE] | SoftCore | [EMAIL], [PHONE] | email: susan.jones @ softcore . com"
54,"[NAME] | [NAME] needed at DataLogic. Contact [EMAIL] or call [PHONE] | DataLogic | [EMAIL], [PHONE] | email: john.martin @ datalogic . com"
55,"[NAME] | [NAME] needed at NetWorks. Contact [EMAIL] or call [PHONE] | NetWorks | [EMAIL], [PHONE] | email: jane.smith @ networks . com"
56,"[NAME] | [NAME] opening at DataPrime. Apply by emailing [EMAIL] | DataPrime | [EMAIL], [PHONE] | email: kevin.wilson @ dataprime . com"
57,"[NAME] | [NAME] position at CodeArchitects. Contact [EMAIL] or call [PHONE] | CodeArchitects | [EMAIL], [PHONE] | email: tom.green @ codearchitects . com"
58,"[NAME] | [NAME] needed at ManageX. Contact [EMAIL] or call [PHONE] | ManageX | [EMAIL], [PHONE] | email: sara.miller @ managex . com"
59,"[NAME] | [NAME] needed at AdminX. Reach out to [EMAIL] or call [PHONE] | AdminX | [EMAIL], [PHONE] | email: darren.james @ adminx . com"
60,"[NAME] | [NAME] position at DataLabs. Contact [EMAIL] or call [PHONE] | DataLabs | [EMAIL], [PHONE] | email: emily.taylor @ datalabs . com"
61,"[NAME] | [NAME] position at CodeStudio. Apply by emailing [EMAIL] or call [PHONE] | CodeStudio | [EMAIL], [PHONE] | email: robert.brown @ codestudio . com"
62,"[NAME] | [NAME] needed at BusinessPros. Contact [EMAIL] or call [PHONE] | BusinessPros | [EMAIL], [PHONE] | email: paul.morris @ businesspros . com"
63,"SEO Specialist | SEO Specialist opening at RankPro. Reach out to [EMAIL] or call [PHONE] | RankPro | [EMAIL], [PHONE] | email: lisa.harris @ rankpro . com"
64,"[NAME] | [NAME] position at TechWorks. Apply via email to [EMAIL] or call [PHONE] | TechWorks | [EMAIL], [PHONE] | email: jackie.martin @ techworks . com"
65,"[NAME] | [NAME] needed at DataForge. Contact [EMAIL] or call [PHONE] | DataForge | [EMAIL], [PHONE] | email: gregory.lee @ dataforge . com"
66,"[NAME] | [NAME] position available at MarketLeads. Contact [EMAIL] or call [PHONE] | MarketLeads | [EMAIL], [PHONE] | email: sophia.wilson @ marketleads . com"
67,"[NAME] | [NAME] role at WebFlow. Reach out to [EMAIL] or call [PHONE] | WebFlow | [EMAIL], [PHONE] | email: jason.white @ webflow . com"
68,"[NAME] | [NAME] needed at CloudX. Apply by contacting [EMAIL] or call [PHONE] | CloudX | [EMAIL], [PHONE] | email: james.taylor @ cloudx . com"
69,"[NAME] | [NAME] position at CodeBase. Contact [EMAIL] or call [PHONE] | CodeBase | [EMAIL], [PHONE] | email: peter.smith @ codebase . com"
70,"[NAME] | [NAME] needed at SupportHub. Reach out to [EMAIL] or call [PHONE] | SupportHub | [EMAIL], [PHONE] | email: andrew.jackson @ supporthub . com"
71,"[NAME] | [NAME] needed at DesignHub. Contact [EMAIL] or call [PHONE] | DesignHub | [EMAIL], [PHONE] | email: nancy.doe @ designhub . com"
72,"AI Developer | AI Developer position at NeuralTech. Apply by emailing [EMAIL] or call [PHONE] | NeuralTech | [EMAIL], [PHONE] | email: mark.green @ neuraltech . com"
73,"[NAME] | [NAME] needed at SecuNet. Reach out to [EMAIL] or call [PHONE] | SecuNet | [EMAIL], [PHONE] | email: maria.lee @ secunet . com"
74,"[NAME] | [NAME] position at DevWorks. Apply by contacting [EMAIL] or call [PHONE] | DevWorks | [EMAIL], [PHONE] | email: christopher.harris @ devworks . com"
75,"[NAME] | [NAME] needed at CloudTech. Contact [EMAIL] or call [PHONE] | CloudTech | [EMAIL], [PHONE] | email: rachel.martinez @ cloudtech . com"
76,"[NAME] | [NAME] opening at DataScape. Contact [EMAIL] or call [PHONE] | DataScape | [EMAIL], [PHONE] | email: charles.davis @ datascape . com"
77,"UX Designer | UX Designer needed at UserTech. Reach out to [EMAIL] or call [PHONE] | UserTech | [EMAIL], [PHONE] | email: sara.taylor @ usertech . com"
78,"[NAME] | [NAME] position at WebCraft. Apply via email to [EMAIL] or call [PHONE] | WebCraft | [EMAIL], [PHONE] | email: david.johnson @ webcraft . com"
79,"[NAME] | [NAME] needed at StackWorks. Contact [EMAIL] or call [PHONE] | StackWorks | [EMAIL], [PHONE] | email: kevin.white @ stackworks . com"
80,"[NAME] | [NAME] position available at DevBackend. Reach out to [EMAIL] or call [PHONE] | DevBackend | [EMAIL], [PHONE] | email: anna.harris @ devbackend . com"
81,"[NAME] | [NAME] position at GuardNet. Apply by emailing [EMAIL] or call [PHONE] | GuardNet | [EMAIL], [PHONE] | email: lisa.perez @ guardnet . com"
82,"DevOps Engineer | DevOps Engineer needed at DevFlow. Contact [EMAIL] or call [PHONE] | DevFlow | [EMAIL], [PHONE] | email: kevin.smith @ devflow . com"
83,"[NAME] | [NAME] at AppWorks. Reach out to [EMAIL] or call [PHONE] | AppWorks | [EMAIL], [PHONE] | email: rebecca.lee @ appworks . com"
84,"[NAME] | We are hiring a [NAME] at DataTech. Contact [EMAIL] or call [PHONE] | DataTech | [EMAIL], [PHONE] | email: lucas.miller @ datatech . com"
85,"[NAME] | [NAME] position available at ByteWorks. Contact [EMAIL] or call [PHONE] | ByteWorks | [EMAIL], [PHONE] | email: john.smith @ byteworks . com"
86,"[NAME] | [NAME] needed at NetGuard. Contact [EMAIL] or call [PHONE] | NetGuard | [EMAIL], [PHONE] | email: samantha.johnson @ netguard . com"
87,"[NAME] | [NAME] position at AppPro. Contact [EMAIL] or call [PHONE] | AppPro | [EMAIL], [PHONE] | email: daniel.green @ apppro . com"
88,"[NAME] | [NAME] needed at CloudExpert. Contact [EMAIL] or call [PHONE] | CloudExpert | [EMAIL], [PHONE] | email: sarah.jones @ cloudexpert . com"
89,"[NAME] | [NAME] position available at BlockWorks. Contact [EMAIL] or call [PHONE] | BlockWorks | [EMAIL], [PHONE] | email: lucas.martin @ blockworks . com"
90,"IT Manager | IT Manager needed at TechMinds. Apply by emailing [EMAIL] or call [PHONE] | TechMinds | [EMAIL], [PHONE] | email: claire.morris @ techminds . com"
91,"[NAME] | [NAME] opening at DataSolution. Reach out to [EMAIL] or call [PHONE] | DataSolution | [EMAIL], [PHONE] | email: john.doe @ datasolution . com"
92,"[NAME] | [NAME] needed at NetServices. Contact [EMAIL] or call [PHONE] | NetServices | [EMAIL], [PHONE] | email: sarah.lee @ netservices . com"
93,"[NAME] | [NAME] needed at GrowthWorks. Contact [EMAIL] or call [PHONE] | GrowthWorks | [EMAIL], [PHONE] | email: david.brown @ growthworks . com"
94,"[NAME] | [NAME] role at MarketPrime. Reach out to [EMAIL] or call [PHONE] | MarketPrime | [EMAIL], [PHONE] | email: sophia.morris @ marketprime . com"
95,"[NAME] | [NAME] position at TestWorld. Contact [EMAIL] or call [PHONE] | TestWorld | [EMAIL], [PHONE] | email: michael.jones @ testworld . com"
96,"[NAME] | [NAME] needed at DataWorld. Contact [EMAIL] or call [PHONE] | DataWorld | [EMAIL], [PHONE] | email: alice.miller @ dataworld . com"
97,"DevOps Architect | DevOps Architect needed at DevOpsCo. Apply by emailing [EMAIL] or call [PHONE] | DevOpsCo | [EMAIL], [PHONE] | email: emily.green @ devopsco . com"
98,"IT [NAME] | IT [NAME] needed at ITHelp. Contact [EMAIL] or call [PHONE] | ITHelp | [EMAIL], [PHONE] | email: jonathan.harris @ ithelp . com"
99,"[NAME] | [NAME] needed at CloudSoft. Contact [EMAIL] or call [PHONE] | CloudSoft | [EMAIL], [PHONE] | email: nina.white @ cloudsoft . com"
100,"[NAME] | [NAME] needed at DataLink. Apply by contacting [EMAIL] or call [PHONE] | DataLink | [EMAIL], [PHONE] | email: charles.brown @ datalink . com"
ID,[NAME] | [NAME] | Company | [NAME] | Comment
11,"[NAME] | [NAME] position at WebCorp. Contact web@corp or call 123-456-789 | WebCorp | web@corp, 123-456-789 | false positive email: web@corp is incomplete"
12,"[NAME] | [NAME] needed at CodeMasters. Reach out to architect@masters or call 321-654-987 | CodeMasters | architect@masters, 321-654-987 | false positive email: architect@masters is incomplete"
13,"[NAME] | [NAME] role at WriteNow. Contact writer@now or call [PHONE] | WriteNow | writer@now, [PHONE] | false positive email: writer@now is incomplete"
14,"QA Engineer | QA Engineer needed at Testify. Contact qa@ify or call [PHONE] | Testify | qa@ify, [PHONE] | false positive email: qa@ify is incomplete"
15,"[NAME] | [NAME] opening at DataInsights. Contact data@insights or call [PHONE] | DataInsights | data@insights, [PHONE] | false positive email: data@insights is incomplete"
16,"SEO Specialist | SEO Specialist needed at SearchPro. Reach out to seo@pro or call [PHONE] | SearchPro | seo@pro, [PHONE] | false positive email: seo@pro is incomplete"
17,"IT Consultant | IT Consultant opening at ITExperts. Contact it@experts or call [PHONE] | ITExperts | it@experts, [PHONE] | false positive email: it@experts is incomplete"
18,"[NAME] | [NAME] needed at SkyTech. Reach out to cloud@tech or call [PHONE] | SkyTech | cloud@tech, [PHONE] | false positive email: cloud@tech is incomplete"
19,"[NAME] | [NAME] needed at SysMasters. Contact systems@masters or call [PHONE] | SysMasters | systems@masters, [PHONE] | false positive email: systems@masters is incomplete"
20,"[NAME] | [NAME] opening at AppWorks. Contact mobile@works or call [PHONE] | AppWorks | mobile@works, [PHONE] | false positive email: mobile@works is incomplete"
21,"[NAME] | [NAME] needed at DataPro. Contact database@pro or call [PHONE] | DataPro | database@pro, [PHONE] | false positive email: database@pro is incomplete"
22,"HR Specialist | HR Specialist role at PeopleWorks. Contact hr@works or call [PHONE] | PeopleWorks | hr@works, [PHONE] | false positive email: hr@works is incomplete"
23,"[NAME] | [NAME] needed at CodeX. Reach out to java@x or call [PHONE] | CodeX | java@x, [PHONE] | false positive email: java@x is incomplete"
24,"[NAME] | [NAME] role at NetMasters. Contact network@masters or call [PHONE] | NetMasters | network@masters, [PHONE] | false positive email: network@masters is incomplete"
25,"[NAME] | [NAME] needed at DesignX. Contact design@x or call [PHONE] | DesignX | design@x, [PHONE] | false positive email: design@x is incomplete"
26,"[NAME] | [NAME] opening at SecureWorks. Reach out to security@works or call [PHONE] | SecureWorks | security@works, [PHONE] | false positive email: security@works is incomplete"
27,"DevOps Specialist | DevOps Specialist needed at CloudWorks. Contact devops@works or call [PHONE] | CloudWorks | devops@works, [PHONE] | false positive email: devops@works is incomplete"
28,"UI Designer | UI Designer needed at InterfaceX. Contact ui@x or call [PHONE] | InterfaceX | ui@x, [PHONE] | false positive email: ui@x is incomplete"
29,"[NAME] | [NAME] position at SkyCloud. Reach out to cloud@cloud or call [PHONE] | SkyCloud | cloud@cloud, [PHONE] | false positive email: cloud@cloud is incomplete"
30,"[NAME] | [NAME] role at CodeWorld. Contact fullstack@world or call [PHONE] | CodeWorld | fullstack@world, [PHONE] | false positive email: fullstack@world is incomplete"
31,"[NAME] | [NAME] needed at TestLab. Reach out to tester@lab or call [PHONE] | TestLab | tester@lab, [PHONE] | false positive email: tester@lab is incomplete"
32,"Front-[NAME] | Front-[NAME] needed at DevWorks. Contact frontend@works or call [PHONE] | DevWorks | frontend@works, [PHONE] | false positive email: frontend@works is incomplete"
33,"[NAME] | [NAME] opening at MarketX. Reach out to digital@x or call [PHONE] | MarketX | digital@x, [PHONE] | false positive email: digital@x is incomplete"
34,"[NAME] | [NAME] needed at AdminTech. Contact admin@tech or call [PHONE] | AdminTech | admin@tech, [PHONE] | false positive email: admin@tech is incomplete"
35,"[NAME] | [NAME] needed at DataWorks. Contact data@works or call [PHONE] | DataWorks | data@works, [PHONE] | false positive email: data@works is incomplete"
36,"[NAME] | [NAME] role at WebDev. Reach out to web@dev or call [PHONE] | WebDev | web@dev, [PHONE] | false positive email: web@dev is incomplete"
37,"[NAME] | [NAME] needed at NetTech. Contact net@tech or call [PHONE] | NetTech | net@tech, [PHONE] | false positive email: net@tech is incomplete"
38,"IT [NAME] | IT [NAME] role at HelpDesk. Reach out to support@desk or call [PHONE] | HelpDesk | support@desk, [PHONE] | false positive email: support@desk is incomplete"
39,"[NAME] | [NAME] needed at CloudWorks. Contact cloud@works or call [PHONE] | CloudWorks | cloud@works, [PHONE] | false positive email: cloud@works is incomplete"
40,"[NAME] | [NAME] position at SecureTech. Reach out to secure@tech or call [PHONE] | SecureTech | secure@tech, [PHONE] | false positive email: secure@tech is incomplete"
1,"[NAME] | [NAME] opening at TechPro. Reach out to tech@pro or call 123-45-6789 | TechPro | tech@pro, 123-45-6789 | false positive email: tech@pro is not valid"
2,"[NAME] | [NAME] needed at NetCom. Contact admin@com or call 987-65-4321 | NetCom | admin@com, 987-65-4321 | false positive email: admin@com is incomplete"
3,"[NAME] | [NAME] needed at CreativeTech. Contact [EMAIL] or call 555-555-123 | CreativeTech | [EMAIL], 555-555-123 | false positive phone: 555-555-123 is not a valid phone number"
4,"HR Manager | HR Manager opening at PeopleCo. Reach out to hr@co or call 321-654-987 | PeopleCo | hr@co, 321-654-987 | false positive email: hr@co is not a valid email"
5,"[NAME] | [NAME] needed at BuildCorp. Contact projects@corp or call [PHONE] | BuildCorp | projects@corp, [PHONE] | false positive email: projects@corp is incomplete"
6,"UI/UX Designer | UI/UX Designer role at DesignWorks. Reach out to design@works or call 444-555-666 | DesignWorks | design@works, 444-555-666 | false positive email: design@works is incomplete"
7,"[NAME] | [NAME] opening at CloudX. Contact cloud@x or call [PHONE] | CloudX | cloud@x, [PHONE] | false positive email: cloud@x is incomplete"
8,"[NAME] | [NAME] needed at DataGuru. Reach out to scientist@guru or call [PHONE] | DataGuru | scientist@guru, [PHONE] | false positive email: scientist@guru is incomplete"
9,"DevOps Engineer | DevOps Engineer role at DevWorks. Contact devops@works or call [PHONE] | DevWorks | devops@works, [PHONE] | false positive email: devops@works is incomplete"
10,"[NAME] | [NAME] opening at SecureTech. Contact security@tech or call [PHONE] | SecureTech | security@tech, [PHONE] | false positive email: security@tech is incomplete"
